Country,Region,Year,Life,GDP
Myanmar,East Asia & Pacific,2009,64.64356098,741
Namibia,Sub-Saharan Africa,2009,61.44090244,4153
Nepal,South Asia,2009,67.51839024,481
Netherlands,Europe & Central Asia,2009,80.54878049,51900
New Caledonia,East Asia & Pacific,2009,76.96585366, .. 
New Zealand,East Asia & Pacific,2009,80.70243902,28201
Nicaragua,Latin America & Caribbean,2009,73.25478049,1464
Niger,Sub-Saharan Africa,2009,57.28502439,341
Nigeria,Sub-Saharan Africa,2009,50.86856098,1098
Northern Mariana Islands,East Asia & Pacific,2009,..,14280
Norway,Europe & Central Asia,2009,80.79512195,80018
Oman,Middle East & North Africa,2009,75.76209756,16784
Pakistan,South Asia,2009,64.87609756,1007
Palau,East Asia & Pacific,2009,..,9163
Panama,Latin America & Caribbean,2009,76.67695122,7430
Papua New Guinea,East Asia & Pacific,2009,61.80804878,1167
Paraguay,Latin America & Caribbean,2009,72.10231707,2600
Peru,Latin America & Caribbean,2009,73.43614634,4166
Philippines,East Asia & Pacific,2009,67.68104878,1825
Poland,Europe & Central Asia,2009,75.69512195,11528
Portugal,Europe & Central Asia,2009,78.72682927,23064
Puerto Rico,Latin America & Caribbean,2009,78.15326829,25769
Qatar,Middle East & North Africa,2009,77.62980488,61478
Russian Federation,Europe & Central Asia,2009,68.68463415,8563
Rwanda,Sub-Saharan Africa,2009,60.46597561,539
Samoa,East Asia & Pacific,2009,72.13068293,3035
San Marino,Europe & Central Asia,2009,82.99554324, .. 
Sao Tome and Principe,Sub-Saharan Africa,2009,65.67260976,1100
Saudi Arabia,Middle East & North Africa,2009,73.56426829,16094
Senegal,Sub-Saharan Africa,2009,63.28678049,1021
Serbia,Europe & Central Asia,2009,73.98536585,5821
Seychelles,Sub-Saharan Africa,2009,73.03414634,9707
Sierra Leone,Sub-Saharan Africa,2009,47.35021951,395
Singapore,East Asia & Pacific,2009,81.24146341,38578
Slovak Republic,Europe & Central Asia,2009,74.9097561,16513
Slovenia,Europe & Central Asia,2009,78.97073171,24634
Solomon Islands,East Asia & Pacific,2009,66.82468293,1158
Somalia,Sub-Saharan Africa,2009,53.68934146, .. 
South Africa,Sub-Saharan Africa,2009,53.46709756,5889
South Sudan,Sub-Saharan Africa,2009,53.12265854,1265
Spain,Europe & Central Asia,2009,81.47560976,32333
Sri Lanka,South Asia,2009,74.28029268,2107
St. Kitts and Nevis,Latin America & Caribbean,2009,..,14212
St. Lucia,Latin America & Caribbean,2009,74.26604878,6905
St. Vincent and the Grenadines,Latin America & Caribbean,2009,72.15007317,6178
Sudan,Sub-Saharan Africa,2009,61.60239024,1227
Suriname,Latin America & Caribbean,2009,70.09290244,7444
Swaziland,Sub-Saharan Africa,2009,47.8927561,3033
Sweden,Europe & Central Asia,2009,81.35121951,46207
Switzerland,Europe & Central Asia,2009,82.04390244,69672
Syrian Arab Republic,Middle East & North Africa,2009,73.12041463, .. 
Tajikistan,Europe & Central Asia,2009,68.17053659,666
Tanzania,Sub-Saharan Africa,2009,60.5095122,659
Thailand,East Asia & Pacific,2009,73.46173171,4212
Togo,Sub-Saharan Africa,2009,56.63060976,500
Tonga,East Asia & Pacific,2009,72.0317561,3071
Trinidad and Tobago,Latin America & Caribbean,2009,69.61058537,14509
Tunisia,Middle East & North Africa,2009,74.60170732,4130
Turkey,Europe & Central Asia,2009,73.80321951,9036
Turkmenistan,Europe & Central Asia,2009,64.88353659,4036
Turks and Caicos Islands,Latin America & Caribbean,2009,.., .. 
Tuvalu,East Asia & Pacific,2009,..,2596
Uganda,Sub-Saharan Africa,2009,55.18209756,647
Ukraine,Europe & Central Asia,2009,69.19,2545
United Arab Emirates,Middle East & North Africa,2009,76.49478049,33073
United Kingdom,Europe & Central Asia,2009,80.05121951,38010
United States,North America,2009,78.3902439,47002
Uruguay,Latin America & Caribbean,2009,76.24858537,9415
Uzbekistan,Europe & Central Asia,2009,67.74456098,1213
Vanuatu,East Asia & Pacific,2009,70.55582927,2643
"Venezuela, RB",Latin America & Caribbean,2009,73.568,11536
Vietnam,East Asia & Pacific,2009,74.82260976,1232
Virgin Islands (U.S.),Latin America & Caribbean,2009,79.07317073,39388
West Bank and Gaza,Middle East & North Africa,2009,72.05109756,1963
"Yemen, Rep.",Middle East & North Africa,2009,62.48534146,1094
Zambia,Sub-Saharan Africa,2009,55.21417073,1139
Zimbabwe,Sub-Saharan Africa,2009,47.62465854,606
Afghanistan,South Asia,2010,58.97082927,553
Albania,Europe & Central Asia,2010,77.03695122,4094
Algeria,Middle East & North Africa,2010,73.80404878,4463
American Samoa,East Asia & Pacific,2010,..,10353
Angola,Sub-Saharan Africa,2010,50.65417073,3529
Antigua and Barbuda,Latin America & Caribbean,2010,75.30878049,12127
Argentina,Latin America & Caribbean,2010,75.48497561,10276
Armenia,Europe & Central Asia,2010,74.22634146,3218
Aruba,Latin America & Caribbean,2010,74.95353659,24272
Australia,East Asia & Pacific,2010,81.69512195,51874
Austria,Europe & Central Asia,2010,80.5804878,46657
Azerbaijan,Europe & Central Asia,2010,70.45131707,5843
"Bahamas, The",Latin America & Caribbean,2010,74.59239024,21922
Bahrain,Middle East & North Africa,2010,76.12756098,20722
Bangladesh,South Asia,2010,70.08029268,758
Barbados,Latin America & Caribbean,2010,74.84529268,15906
Belarus,Europe & Central Asia,2010,70.40487805,6030
Belgium,Europe & Central Asia,2010,80.18292683,44380
Belize,Latin America & Caribbean,2010,69.78204878,4344
Benin,Sub-Saharan Africa,2010,58.72970732,758
Bermuda,North America,2010,79.28853659,88207
Bhutan,South Asia,2010,67.89241463,2179
Bolivia,Latin America & Caribbean,2010,66.4077561,1981
Bosnia and Herzegovina,Europe & Central Asia,2010,75.80768293,4611
Botswana,Sub-Saharan Africa,2010,63.40229268,6346
Brazil,Latin America & Caribbean,2010,73.26414634,11224
Brunei Darussalam,East Asia & Pacific,2010,77.59826829,35268
Bulgaria,Europe & Central Asia,2010,73.51219512,6843
Burkina Faso,Sub-Saharan Africa,2010,57.05139024,575
Burundi,Sub-Saharan Africa,2010,54.82919512,231
Cabo Verde,Sub-Saharan Africa,2010,72.59790244,3313
Cambodia,East Asia & Pacific,2010,66.38565854,786
Cameroon,Sub-Saharan Africa,2010,53.69482927,1183
Canada,North America,2010,81.19756098,47447
Cayman Islands,Latin America & Caribbean,2010,.., .. 
Central African Republic,Sub-Saharan Africa,2010,47.62531707,446
Chad,Sub-Saharan Africa,2010,49.86207317,897
Channel Islands,Europe & Central Asia,2010,80.01036585, .. 
Chile,Latin America & Caribbean,2010,80.27580488,12860
China,East Asia & Pacific,2010,75.00741463,4561
Colombia,Latin America & Caribbean,2010,73.27785366,6251
Comoros,Sub-Saharan Africa,2010,61.8305122,769
"Congo, Rep.",Sub-Saharan Africa,2010,59.14312195,2737
Costa Rica,Latin America & Caribbean,2010,78.73604878,8199
Cote d'Ivoire,Sub-Saharan Africa,2010,50.15146341,1220
Croatia,Europe & Central Asia,2010,76.47560976,13506
Cuba,Latin America & Caribbean,2010,78.93563415,5676
Cyprus,Europe & Central Asia,2010,79.38195122,30818
Czech Republic,Europe & Central Asia,2010,77.42439024,19764
Denmark,Europe & Central Asia,2010,79.1,58041
Djibouti,Middle East & North Africa,2010,60.36068293,1326
Dominica,Latin America & Caribbean,2010,..,6912
Dominican Republic,Latin America & Caribbean,2010,72.74980488,5451
Ecuador,Latin America & Caribbean,2010,75.02980488,4657
"Egypt, Arab Rep.",Middle East & North Africa,2010,70.34029268,2602
El Salvador,Latin America & Caribbean,2010,71.67060976,3474
Equatorial Guinea,Sub-Saharan Africa,2010,55.971,17136
Eritrea,Sub-Saharan Africa,2010,61.46614634,482
Estonia,Europe & Central Asia,2010,75.42926829,14639
Ethiopia,Sub-Saharan Africa,2010,61.29612195,341
Faroe Islands,Europe & Central Asia,2010,80.63902439,47398
Fiji,East Asia & Pacific,2010,69.38436585,3652
Finland,Europe & Central Asia,2010,79.87073171,46202
France,Europe & Central Asia,2010,81.66341463,40703
French Polynesia,East Asia & Pacific,2010,75.69539024, .. 
Gabon,Sub-Saharan Africa,2010,62.12082927,8754
"Gambia, The",Sub-Saharan Africa,2010,59.34060976,563
Georgia,Europe & Central Asia,2010,74.00243902,2964
Germany,Europe & Central Asia,2010,79.98780488,41786
Ghana,Sub-Saharan Africa,2010,60.60997561,1313
Greece,Europe & Central Asia,2010,80.38780488,26918
Greenland,Europe & Central Asia,2010,70.85707317,40533
Grenada,Latin America & Caribbean,2010,72.5675122,7366
Guam,East Asia & Pacific,2010,78.10087805,30700
Guatemala,Latin America & Caribbean,2010,70.77546341,2826
Guinea,Sub-Saharan Africa,2010,56.30504878,439
Guinea-Bissau,Sub-Saharan Africa,2010,53.81436585,544
Guyana,Latin America & Caribbean,2010,66.04270732,3026
Haiti,Latin America & Caribbean,2010,61.24012195,662
Honduras,Latin America & Caribbean,2010,72.39397561,1933
"Hong Kong SAR, China",East Asia & Pacific,2010,82.97804878,32550
Hungary,Europe & Central Asia,2010,74.20731707,13026
Iceland,Europe & Central Asia,2010,81.89756098,41676
India,South Asia,2010,66.50614634,1346
Indonesia,East Asia & Pacific,2010,68.14719512,3113
"Iran, Islamic Rep.",Middle East & North Africa,2010,73.98317073,6273
Iraq,Middle East & North Africa,2010,68.49012195,4503
Ireland,Europe & Central Asia,2010,80.74390244,48539
Israel,Middle East & North Africa,2010,81.60243902,30662
Italy,Europe & Central Asia,2010,82.03658537,35849
Jamaica,Latin America & Caribbean,2010,74.8474878,4683
Japan,East Asia & Pacific,2010,82.84268293,44508
Jordan,Middle East & North Africa,2010,73.43582927,3679
Kazakhstan,Europe & Central Asia,2010,68.29536585,9071
Kenya,Sub-Saharan Africa,2010,58.71860976,967
Kiribati,East Asia & Pacific,2010,65.30278049,1493
"Korea, Dem. People’s Rep.",East Asia & Pacific,2010,68.90002439, .. 
"Korea, Rep.",East Asia & Pacific,2010,80.55121951,22087
Kuwait,Middle East & North Africa,2010,74.11663415,38498
Kyrgyz Republic,Europe & Central Asia,2010,69.3,880
Lao PDR,East Asia & Pacific,2010,64.33363415,1141
Latvia,Europe & Central Asia,2010,73.48292683,11326
Lebanon,Middle East & North Africa,2010,78.46536585,8764
Lesotho,Sub-Saharan Africa,2010,47.48341463,1173
Liberia,Sub-Saharan Africa,2010,59.44129268,327
Libya,Middle East & North Africa,2010,71.73739024,12121
Liechtenstein,Europe & Central Asia,2010,81.84146341,141165
Lithuania,Europe & Central Asia,2010,73.26829268,11985
Luxembourg,Europe & Central Asia,2010,80.63170732,104965
"Macao SAR, China",East Asia & Pacific,2010,79.69039024,52375
"Macedonia, FYR",Europe & Central Asia,2010,74.72263415,4543
Madagascar,Sub-Saharan Africa,2010,63.36173171,413
Malawi,Sub-Saharan Africa,2010,56.8362439,459
Malaysia,East Asia & Pacific,2010,74.15778049,9071
Maldives,South Asia,2010,76.2004878,6331
Mali,Sub-Saharan Africa,2010,56.17980488,708
Malta,Middle East & North Africa,2010,81.39756098,21088
Marshall Islands,East Asia & Pacific,2010,..,3143
Mauritania,Sub-Saharan Africa,2010,62.00617073,1203
Mauritius,Sub-Saharan Africa,2010,72.96731707,8000
Mexico,Latin America & Caribbean,2010,76.02678049,8960
"Micronesia, Fed. Sts.",East Asia & Pacific,2010,68.61226829,2839
Moldova,Europe & Central Asia,2010,69.70926829,1632
Monaco,Europe & Central Asia,2010,..,144246
Mongolia,East Asia & Pacific,2010,67.60382927,2650
Montenegro,Europe & Central Asia,2010,75.04529268,6682
Morocco,Middle East & North Africa,2010,72.57692683,2834
Mozambique,Sub-Saharan Africa,2010,53.22690244,419
Myanmar,East Asia & Pacific,2010,64.9174878,988
Namibia,Sub-Saharan Africa,2010,62.48029268,5192
Nepal,South Asia,2010,67.9714878,592
Netherlands,Europe & Central Asia,2010,80.70243902,50338
New Caledonia,East Asia & Pacific,2010,77.47317073, .. 
New Zealand,East Asia & Pacific,2010,80.70243902,33691
Nicaragua,Latin America & Caribbean,2010,73.58173171,1526
Niger,Sub-Saharan Africa,2010,58.259,348
Nigeria,Sub-Saharan Africa,2010,51.3295122,2327
Northern Mariana Islands,East Asia & Pacific,2010,..,14681
Norway,Europe & Central Asia,2010,80.99756098,87647
Oman,Middle East & North Africa,2010,76.05280488,19281
Pakistan,South Asia,2010,65.16256098,1040
Palau,East Asia & Pacific,2010,..,8979
Panama,Latin America & Caribbean,2010,76.86363415,7937
Papua New Guinea,East Asia & Pacific,2010,61.99482927,1367
Paraguay,Latin America & Caribbean,2010,72.30129268,3226
Peru,Latin America & Caribbean,2010,73.63980488,5022
Philippines,East Asia & Pacific,2010,67.78331707,2129
Poland,Europe & Central Asia,2010,76.24634146,12600
Portugal,Europe & Central Asia,2010,79.02682927,22539
Puerto Rico,Latin America & Caribbean,2010,78.41163415,26436
Qatar,Middle East & North Africa,2010,77.8255122,70306
Russian Federation,Europe & Central Asia,2010,68.84121951,10675
Rwanda,Sub-Saharan Africa,2010,61.40178049,563
Samoa,East Asia & Pacific,2010,72.417,3453
San Marino,Europe & Central Asia,2010,83.15937916, .. 
Sao Tome and Principe,Sub-Saharan Africa,2010,65.85468293,1130
Saudi Arabia,Middle East & North Africa,2010,73.70160976,19260
Senegal,Sub-Saharan Africa,2010,64.01443902,1002
Serbia,Europe & Central Asia,2010,74.33658537,5412
Seychelles,Sub-Saharan Africa,2010,73.19756098,10805
Sierra Leone,Sub-Saharan Africa,2010,48.22895122,405
Singapore,East Asia & Pacific,2010,81.54146341,46570
Slovak Republic,Europe & Central Asia,2010,75.11219512,16601
Slovenia,Europe & Central Asia,2010,79.42195122,23437
Solomon Islands,East Asia & Pacific,2010,67.06565854,1272
Somalia,Sub-Saharan Africa,2010,54.02365854, .. 
South Africa,Sub-Saharan Africa,2010,54.3907561,7363
South Sudan,Sub-Saharan Africa,2010,53.66490244,1562
Spain,Europe & Central Asia,2010,81.62682927,30736
Sri Lanka,South Asia,2010,74.3392439,2820
St. Kitts and Nevis,Latin America & Caribbean,2010,..,13704
St. Lucia,Latin America & Caribbean,2010,74.47109756,7196
St. Vincent and the Grenadines,Latin America & Caribbean,2010,72.34639024,6232
Sudan,Sub-Saharan Africa,2010,62.04258537,1476
Suriname,Latin America & Caribbean,2010,70.36273171,8303
Swaziland,Sub-Saharan Africa,2010,48.3457561,3690
Sweden,Europe & Central Asia,2010,81.45121951,52076
Switzerland,Europe & Central Asia,2010,82.24634146,74277
Syrian Arab Republic,Middle East & North Africa,2010,72.30743902, .. 
Tajikistan,Europe & Central Asia,2010,68.56339024,738
Tanzania,Sub-Saharan Africa,2010,61.62560976,702
Thailand,East Asia & Pacific,2010,73.69436585,5075
Togo,Sub-Saharan Africa,2010,57.28156098,488
Tonga,East Asia & Pacific,2010,72.18260976,3548
Trinidad and Tobago,Latin America & Caribbean,2010,69.79756098,16684
Tunisia,Middle East & North Africa,2010,74.61170732,4140
Turkey,Europe & Central Asia,2010,74.09092683,10672
Turkmenistan,Europe & Central Asia,2010,65.0212439,4439
Turks and Caicos Islands,Latin America & Caribbean,2010,.., .. 
Tuvalu,East Asia & Pacific,2010,..,3022
Uganda,Sub-Saharan Africa,2010,55.83665854,595
Ukraine,Europe & Central Asia,2010,70.26536585,2965
United Arab Emirates,Middle East & North Africa,2010,76.6752439,35049
United Kingdom,Europe & Central Asia,2010,80.40243902,38710
United States,North America,2010,78.54146341,48374
Uruguay,Latin America & Caribbean,2010,76.39460976,11938
Uzbekistan,Europe & Central Asia,2010,67.86129268,1377
Vanuatu,East Asia & Pacific,2010,70.84995122,2966
"Venezuela, RB",Latin America & Caribbean,2010,73.67160976,13545
Vietnam,East Asia & Pacific,2010,74.99036585,1334
Virgin Islands (U.S.),Latin America & Caribbean,2010,79.17317073,40831
West Bank and Gaza,Middle East & North Africa,2010,72.21492683,2339
"Yemen, Rep.",Middle East & North Africa,2010,62.76873171,1309
Zambia,Sub-Saharan Africa,2010,56.38385366,1463
Zimbabwe,Sub-Saharan Africa,2010,49.57465854,714
Afghanistan,South Asia,2011,59.32795122,604
Albania,Europe & Central Asia,2011,77.24058537,4437
Algeria,Middle East & North Africa,2011,74.07,5432
American Samoa,East Asia & Pacific,2011,..,10376
Angola,Sub-Saharan Africa,2011,51.05931707,4299
Antigua and Barbuda,Latin America & Caribbean,2011,75.46602439,11929
Argentina,Latin America & Caribbean,2011,75.64904878,12727
Armenia,Europe & Central Asia,2011,74.34282927,3527
Aruba,Latin America & Caribbean,2011,75.08139024,25325
Australia,East Asia & Pacific,2011,81.89512195,62245
Austria,Europe & Central Asia,2011,80.98292683,51127
Azerbaijan,Europe & Central Asia,2011,70.55180488,7190
"Bahamas, The",Latin America & Caribbean,2011,74.75441463,21524
Bahrain,Middle East & North Africa,2011,76.26785366,22810
Bangladesh,South Asia,2011,70.47195122,836
Barbados,Latin America & Caribbean,2011,75.00814634,15534
Belarus,Europe & Central Asia,2011,70.55365854,6520
Belgium,Europe & Central Asia,2011,80.58536585,47703
Belize,Latin America & Caribbean,2011,69.84368293,4516
Benin,Sub-Saharan Africa,2011,58.93290244,826
Bermuda,North America,2011,81.15268293,85973
Bhutan,South Asia,2011,68.32319512,2458
Bolivia,Latin America & Caribbean,2011,66.94256098,2378
Bosnia and Herzegovina,Europe & Central Asia,2011,75.96292683,5050
Botswana,Sub-Saharan Africa,2011,63.95160976,7645
Brazil,Latin America & Caribbean,2011,73.55234146,13167
Brunei Darussalam,East Asia & Pacific,2011,77.93231707,47017
Bulgaria,Europe & Central Asia,2011,74.16341463,7814
Burkina Faso,Sub-Saharan Africa,2011,57.49204878,667
Burundi,Sub-Saharan Africa,2011,55.31202439,260
Cabo Verde,Sub-Saharan Africa,2011,72.70956098,3670
Cambodia,East Asia & Pacific,2011,66.87287805,882
Cameroon,Sub-Saharan Africa,2011,54.13736585,1296
Canada,North America,2011,81.44878049,52082
Cayman Islands,Latin America & Caribbean,2011,.., .. 
Central African Republic,Sub-Saharan Africa,2011,48.35043902,494
Chad,Sub-Saharan Africa,2011,50.33195122,989
Channel Islands,Europe & Central Asia,2011,80.1695122, .. 
Chile,Latin America & Caribbean,2011,80.58697561,14706
China,East Asia & Pacific,2011,75.20217073,5634
Colombia,Latin America & Caribbean,2011,73.45480488,7228
Comoros,Sub-Saharan Africa,2011,62.2127561,830
"Congo, Rep.",Sub-Saharan Africa,2011,60.08517073,3197
Costa Rica,Latin America & Caribbean,2011,78.89017073,9187
Cote d'Ivoire,Sub-Saharan Africa,2011,50.51721951,1215
Croatia,Europe & Central Asia,2011,76.77560976,14539
Cuba,Latin America & Caribbean,2011,79.0395122,6076
Cyprus,Europe & Central Asia,2011,79.5715122,32234
Czech Republic,Europe & Central Asia,2011,77.87317073,21717
Denmark,Europe & Central Asia,2011,79.8,61754
Djibouti,Middle East & North Africa,2011,60.85056098,1431
Dominica,Latin America & Caribbean,2011,..,6986
Dominican Republic,Latin America & Caribbean,2011,72.94529268,5759
Ecuador,Latin America & Caribbean,2011,75.22643902,5223
"Egypt, Arab Rep.",Middle East & North Africa,2011,70.53331707,2747
El Salvador,Latin America & Caribbean,2011,71.95617073,3737
Equatorial Guinea,Sub-Saharan Africa,2011,56.44682927,21452
Eritrea,Sub-Saharan Africa,2011,62.06936585,583
Estonia,Europe & Central Asia,2011,76.22926829,17455
Ethiopia,Sub-Saharan Africa,2011,62.08302439,355
Faroe Islands,Europe & Central Asia,2011,80.93902439,50789
Fiji,East Asia & Pacific,2011,69.565,4353
Finland,Europe & Central Asia,2011,80.47073171,50791
France,Europe & Central Asia,2011,82.11463415,43810
French Polynesia,East Asia & Pacific,2011,75.91702439, .. 
Gabon,Sub-Saharan Africa,2011,62.70509756,10716
"Gambia, The",Sub-Saharan Africa,2011,59.56058537,518
Georgia,Europe & Central Asia,2011,74.18204878,3725
Germany,Europe & Central Asia,2011,80.43658537,46810
Ghana,Sub-Saharan Africa,2011,60.808,1575
Greece,Europe & Central Asia,2011,80.73170732,25916
Greenland,Europe & Central Asia,2011,71.06243902,44212
Grenada,Latin America & Caribbean,2011,72.79341463,7410
Guam,East Asia & Pacific,2011,78.35958537,30862
Guatemala,Latin America & Caribbean,2011,71.01041463,3188
Guinea,Sub-Saharan Africa,2011,57.00053659,459
Guinea-Bissau,Sub-Saharan Africa,2011,54.15941463,693
Guyana,Latin America & Caribbean,2011,66.12914634,3440
Haiti,Latin America & Caribbean,2011,61.64519512,741
Honduras,Latin America & Caribbean,2011,72.57273171,2121
"Hong Kong SAR, China",East Asia & Pacific,2011,83.42195122,35142
Hungary,Europe & Central Asia,2011,74.85853659,14049
Iceland,Europe & Central Asia,2011,82.35853659,46000
India,South Asia,2011,66.90417073,1462
Indonesia,East Asia & Pacific,2011,68.33439024,3634
"Iran, Islamic Rep.",Middle East & North Africa,2011,74.41258537,7842
Iraq,Middle East & North Africa,2011,68.70970732,5855
Ireland,Europe & Central Asia,2011,80.74634146,52568
Israel,Middle East & North Africa,2011,81.65609756,33657
Italy,Europe & Central Asia,2011,82.18780488,38335
Jamaica,Latin America & Caribbean,2011,75.0862439,5104
Japan,East Asia & Pacific,2011,82.59121951,48168
Jordan,Middle East & North Africa,2011,73.59185366,3807
Kazakhstan,Europe & Central Asia,2011,68.98,11634
Kenya,Sub-Saharan Africa,2011,59.53421951,987
Kiribati,East Asia & Pacific,2011,65.44063415,1693
"Korea, Dem. People’s Rep.",East Asia & Pacific,2011,69.18790244, .. 
"Korea, Rep.",East Asia & Pacific,2011,80.96707317,24080
Kuwait,Middle East & North Africa,2011,74.2335122,48269
Kyrgyz Republic,Europe & Central Asia,2011,69.60243902,1124
Lao PDR,East Asia & Pacific,2011,64.79812195,1304
Latvia,Europe & Central Asia,2011,73.57560976,13703
Lebanon,Middle East & North Africa,2011,78.68985366,8735
Lesotho,Sub-Saharan Africa,2011,48.2197561,1352
Liberia,Sub-Saharan Africa,2011,59.86434146,380
Libya,Middle East & North Africa,2011,71.68326829,5603
Liechtenstein,Europe & Central Asia,2011,81.79268293,158283
Lithuania,Europe & Central Asia,2011,73.56341463,14358
Luxembourg,Europe & Central Asia,2011,80.98780488,115762
"Macao SAR, China",East Asia & Pacific,2011,79.9062439,66813
"Macedonia, FYR",Europe & Central Asia,2011,74.8745122,5064
Madagascar,Sub-Saharan Africa,2011,63.80741463,455
Malawi,Sub-Saharan Africa,2011,58.50012195,512
Malaysia,East Asia & Pacific,2011,74.2867561,10405
Maldives,South Asia,2011,76.3375122,6498
Mali,Sub-Saharan Africa,2011,56.65468293,835
Malta,Middle East & North Africa,2011,80.74634146,22822
Marshall Islands,East Asia & Pacific,2011,..,3286
Mauritania,Sub-Saharan Africa,2011,62.2924878,1393
Mauritius,Sub-Saharan Africa,2011,73.26682927,9197
Mexico,Latin America & Caribbean,2011,76.18565854,9834
"Micronesia, Fed. Sts.",East Asia & Pacific,2011,68.731,2999
Moldova,Europe & Central Asia,2011,70.27109756,1971
Monaco,Europe & Central Asia,2011,..,162010
Mongolia,East Asia & Pacific,2011,68.12253659,3770
Montenegro,Europe & Central Asia,2011,75.39131707,7319
Morocco,Middle East & North Africa,2011,72.98543902,3040
Mozambique,Sub-Saharan Africa,2011,53.73829268,527
Myanmar,East Asia & Pacific,2011,65.18090244,1186
Namibia,Sub-Saharan Africa,2011,63.27717073,5601
Nepal,South Asia,2011,68.40663415,692
Netherlands,Europe & Central Asia,2011,81.20487805,53541
New Caledonia,East Asia & Pacific,2011,76.72682927, .. 
New Zealand,East Asia & Pacific,2011,80.90487805,38427
Nicaragua,Latin America & Caribbean,2011,73.90129268,1683
Niger,Sub-Saharan Africa,2011,59.20456098,376
Nigeria,Sub-Saharan Africa,2011,51.73780488,2528
Northern Mariana Islands,East Asia & Pacific,2011,..,13628
Norway,Europe & Central Asia,2011,81.29512195,100575
Oman,Middle East & North Africa,2011,76.32763415,20986
Pakistan,South Asia,2011,65.447,1226
Palau,East Asia & Pacific,2011,..,9704
Panama,Latin America & Caribbean,2011,77.05168293,9271
Papua New Guinea,East Asia & Pacific,2011,62.15263415,1771
Paraguay,Latin America & Caribbean,2011,72.48719512,3988
Peru,Latin America & Caribbean,2011,73.84497561,5772
Philippines,East Asia & Pacific,2011,67.89065854,2353
Poland,Europe & Central Asia,2011,76.69512195,13893
Portugal,Europe & Central Asia,2011,80.47073171,23196
Puerto Rico,Latin America & Caribbean,2011,78.67317073,27279
Qatar,Middle East & North Africa,2011,78.02780488,85948
Russian Federation,Europe & Central Asia,2011,69.68390244,14212
Rwanda,Sub-Saharan Africa,2011,62.15536585,617
Samoa,East Asia & Pacific,2011,72.70126829,3942
San Marino,Europe & Central Asia,2011,83.32321508, .. 
Sao Tome and Principe,Sub-Saharan Africa,2011,66.00378049,1304
Saudi Arabia,Middle East & North Africa,2011,73.85485366,23771
Senegal,Sub-Saharan Africa,2011,64.69536585,1080
Serbia,Europe & Central Asia,2011,74.53658537,6423
Seychelles,Sub-Saharan Africa,2011,72.72439024,12189
Sierra Leone,Sub-Saharan Africa,2011,49.03473171,445
Singapore,East Asia & Pacific,2011,81.74390244,53167
Slovak Republic,Europe & Central Asia,2011,75.95853659,18187
Slovenia,Europe & Central Asia,2011,79.97073171,24985
Solomon Islands,East Asia & Pacific,2011,67.29121951,1643
Somalia,Sub-Saharan Africa,2011,54.35695122, .. 
South Africa,Sub-Saharan Africa,2011,55.29565854,8050
South Sudan,Sub-Saharan Africa,2011,54.205,1706
Spain,Europe & Central Asia,2011,82.47560976,31834
Sri Lanka,South Asia,2011,74.42456098,3221
St. Kitts and Nevis,Latin America & Caribbean,2011,..,14483
St. Lucia,Latin America & Caribbean,2011,74.63570732,7367
St. Vincent and the Grenadines,Latin America & Caribbean,2011,72.5187561,6184
Sudan,Sub-Saharan Africa,2011,62.45553659,1667
Suriname,Latin America & Caribbean,2011,70.59939024,8319
Swaziland,Sub-Saharan Africa,2011,48.66139024,3934
Sweden,Europe & Central Asia,2011,81.80243902,59593
Switzerland,Europe & Central Asia,2011,82.69512195,87998
Syrian Arab Republic,Middle East & North Africa,2011,71.48614634, .. 
Tajikistan,Europe & Central Asia,2011,68.89178049,835
Tanzania,Sub-Saharan Africa,2011,62.63209756,733
Thailand,East Asia & Pacific,2011,73.89239024,5491
Togo,Sub-Saharan Africa,2011,57.93078049,562
Tonga,East Asia & Pacific,2011,72.33473171,4045
Trinidad and Tobago,Latin America & Caribbean,2011,69.98031707,19054
Tunisia,Middle East & North Africa,2011,74.62621951,4257
Turkey,Europe & Central Asia,2011,74.36734146,11341
Turkmenistan,Europe & Central Asia,2011,65.16560976,5650
Turks and Caicos Islands,Latin America & Caribbean,2011,.., .. 
Tuvalu,East Asia & Pacific,2011,..,3699
Uganda,Sub-Saharan Africa,2011,56.4637561,584
Ukraine,Europe & Central Asia,2011,70.80926829,3570
United Arab Emirates,Middle East & North Africa,2011,76.85119512,40462
United Kingdom,Europe & Central Asia,2011,80.95121951,41240
United States,North America,2011,78.64146341,49791
Uruguay,Latin America & Caribbean,2011,76.54119512,14166
Uzbekistan,Europe & Central Asia,2011,67.98141463,1565
Vanuatu,East Asia & Pacific,2011,71.13456098,3275
"Venezuela, RB",Latin America & Caribbean,2011,73.79165854,10742
Vietnam,East Asia & Pacific,2011,75.15680488,1543
Virgin Islands (U.S.),Latin America & Caribbean,2011,79.37317073,40072
West Bank and Gaza,Middle East & North Africa,2011,72.38539024,2665
"Yemen, Rep.",Middle East & North Africa,2011,63.05353659,1349
Zambia,Sub-Saharan Africa,2011,57.42219512,1645
Zimbabwe,Sub-Saharan Africa,2011,51.60036585,839
Afghanistan,South Asia,2012,59.67960976,669
Albania,Europe & Central Asia,2012,77.44397561,4248
Algeria,Middle East & North Africa,2012,74.32409756,5565
American Samoa,East Asia & Pacific,2012,..,11660
